nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
1284-1181-0007.wav                       | 4.04     | 3.1326   | 0.7754  
1284-1181-0015.wav                       | 5.12     | 3.7083   | 0.7250  
1284-1181-0000.wav                       | 3.96     | 3.4659   | 0.8741  
1284-1181-0021.wav                       | 2.70     | 2.5732   | 0.9530  
5142-36377-0013.wav                      | 6.58     | 6.6411   | 1.0085  
1284-1181-0019.wav                       | 3.20     | 2.3199   | 0.7250  
5142-36377-0007.wav                      | 6.18     | 5.4934   | 0.8889  
1284-1181-0009.wav                       | 5.25     | 4.7865   | 0.9126  
1284-1180-0016.wav                       | 2.13     | 1.8447   | 0.8661  
1284-1181-0002.wav                       | 3.83     | 2.9588   | 0.7715  
908-31957-0025.wav                       | 20.56    | 20.0082  | 0.9732  
5142-36377-0025.wav                      | 11.88    | 9.1646   | 0.7711  
1284-134647-0000.wav                     | 8.53     | 6.5542   | 0.7684  
1284-1181-0008.wav                       | 6.08     | 5.0536   | 0.8312  
1284-1180-0013.wav                       | 3.71     | 3.2278   | 0.8712  
1284-1181-0010.wav                       | 6.43     | 5.5198   | 0.8578  
908-31957-0015.wav                       | 21.46    | 22.0652  | 1.0280  
1284-1181-0020.wav                       | 6.73     | 5.2932   | 0.7865  
1284-1181-0004.wav                       | 7.15     | 6.5322   | 0.9136  
1284-1180-0022.wav                       | 2.88     | 2.2761   | 0.7890  
1284-1180-0029.wav                       | 5.33     | 4.2325   | 0.7934  
1284-1181-0014.wav                       | 7.92     | 6.0737   | 0.7669  
1284-1181-0011.wav                       | 7.75     | 6.3128   | 0.8146  
1284-1180-0031.wav                       | 4.83     | 3.7535   | 0.7779  
1284-1180-0020.wav                       | 5.87     | 4.8318   | 0.8231  
5142-36377-0022.wav                      | 11.24    | 10.1461  | 0.9023  
1284-1180-0024.wav                       | 5.26     | 4.0738   | 0.7745  
1284-1180-0012.wav                       | 4.88     | 4.0242   | 0.8246  
1284-134647-0001.wav                     | 10.28    | 8.5908   | 0.8361  
1284-1180-0023.wav                       | 5.61     | 4.8994   | 0.8733  
1284-134647-0006.wav                     | 10.15    | 8.8366   | 0.8702  
908-157963-0007.wav                      | 32.77    | 31.1915  | 0.9518  
1284-1180-0027.wav                       | 3.27     | 2.1625   | 0.6613  
1284-1180-0015.wav                       | 5.83     | 4.3708   | 0.7491  
1284-1181-0012.wav                       | 8.51     | 7.5261   | 0.8844  
1284-1180-0004.wav                       | 4.29     | 2.9707   | 0.6933  
1284-1180-0001.wav                       | 7.75     | 6.5090   | 0.8393  
6829-68771-0031.wav                      | 2.52     | 2.0563   | 0.8176  
1284-1180-0006.wav                       | 6.87     | 6.5422   | 0.9530  
1284-1181-0017.wav                       | 11.78    | 9.8033   | 0.8325  
1284-1180-0003.wav                       | 4.83     | 3.5250   | 0.7291  
1284-134647-0004.wav                     | 12.84    | 10.4641  | 0.8153  
1284-1180-0014.wav                       | 3.67     | 2.9657   | 0.8092  
1284-1180-0007.wav                       | 6.26     | 5.3869   | 0.8598  
1284-1180-0011.wav                       | 4.28     | 3.7480   | 0.8767  
1284-1180-0005.wav                       | 6.55     | 5.9060   | 0.9017  
1284-1181-0016.wav                       | 9.52     | 7.8973   | 0.8300  
1284-1180-0000.wav                       | 8.12     | 6.6344   | 0.8170  
1284-1180-0032.wav                       | 5.78     | 4.4421   | 0.7685  
1284-1180-0009.wav                       | 6.29     | 5.2478   | 0.8350  
6829-68771-0021.wav                      | 2.61     | 2.0573   | 0.7883  
5142-36377-0008.wav                      | 15.43    | 13.2395  | 0.8583  
1284-1181-0001.wav                       | 11.43    | 9.6924   | 0.8480  
1284-134647-0007.wav                     | 14.17    | 12.0378  | 0.8495  
6829-68771-0017.wav                      | 2.39     | 1.9058   | 0.7974  
1284-1180-0021.wav                       | 9.84     | 7.9827   | 0.8112  
1284-1180-0028.wav                       | 6.04     | 4.8816   | 0.8075  
1284-1181-0013.wav                       | 12.66    | 9.7545   | 0.7705  
1284-1180-0025.wav                       | 8.71     | 7.3390   | 0.8431  
1284-1181-0006.wav                       | 11.40    | 9.9219   | 0.8700  
6829-68771-0014.wav                      | 4.77     | 3.9553   | 0.8292  
1284-134647-0002.wav                     | 15.11    | 12.8776  | 0.8523  
6829-68771-0020.wav                      | 4.62     | 3.7752   | 0.8180  
6829-68771-0036.wav                      | 5.20     | 4.4584   | 0.8574  
6829-68771-0015.wav                      | 4.53     | 3.2720   | 0.7231  
6829-68771-0026.wav                      | 2.12     | 1.4600   | 0.6871  
6829-68771-0034.wav                      | 2.48     | 1.5267   | 0.6169  
6829-68771-0003.wav                      | 4.01     | 3.3125   | 0.8250  
5142-36377-0021.wav                      | 18.87    | 17.3440  | 0.9191  
1284-1180-0026.wav                       | 8.29     | 7.0932   | 0.8556  
6829-68771-0030.wav                      | 6.22     | 4.9452   | 0.7944  
6829-68771-0033.wav                      | 5.45     | 3.9376   | 0.7225  
6829-68771-0024.wav                      | 6.25     | 5.3464   | 0.8561  
6829-68771-0035.wav                      | 4.39     | 3.8846   | 0.8849  
1284-1180-0002.wav                       | 7.68     | 7.1692   | 0.9335  
6829-68769-0042.wav                      | 2.17     | 1.4715   | 0.6766  
5142-36600-0001.wav                      | 20.18    | 18.6461  | 0.9238  
1284-1180-0017.wav                       | 10.68    | 8.8067   | 0.8246  
6829-68771-0022.wav                      | 3.80     | 2.8660   | 0.7542  
6829-68771-0028.wav                      | 3.56     | 2.6492   | 0.7452  
6829-68771-0011.wav                      | 5.62     | 4.3259   | 0.7690  
6829-68771-0023.wav                      | 5.42     | 4.5211   | 0.8334  
6829-68769-0046.wav                      | 2.57     | 2.3193   | 0.9024  
6829-68771-0004.wav                      | 8.44     | 7.1897   | 0.8519  
1284-1180-0010.wav                       | 8.63     | 7.6533   | 0.8863  
6829-68769-0051.wav                      | 3.54     | 2.2531   | 0.6356  
1284-1180-0008.wav                       | 10.49    | 7.9467   | 0.7575  
6829-68771-0016.wav                      | 6.99     | 5.8347   | 0.8347  
6829-68771-0002.wav                      | 8.94     | 7.0833   | 0.7923  
6829-68769-0041.wav                      | 2.66     | 2.1218   | 0.7977  
6829-68769-0029.wav                      | 2.04     | 1.5550   | 0.7622  
6829-68771-0032.wav                      | 6.55     | 5.4539   | 0.8320  
6829-68771-0027.wav                      | 5.32     | 4.5581   | 0.8568  
6829-68771-0005.wav                      | 6.17     | 5.1920   | 0.8422  
6829-68769-0037.wav                      | 2.53     | 2.1431   | 0.8471  
6829-68769-0011.wav                      | 4.68     | 3.5224   | 0.7518  
6829-68769-0040.wav                      | 4.77     | 4.3251   | 0.9067  
6829-68769-0038.wav                      | 2.50     | 2.2829   | 0.9113  
6829-68769-0044.wav                      | 3.23     | 2.6021   | 0.8068  
6829-68769-0047.wav                      | 2.33     | 2.2054   | 0.9486  
1284-134647-0003.wav                     | 20.14    | 16.7235  | 0.8302  
6829-68769-0002.wav                      | 3.08     | 2.4171   | 0.7861  
6829-68769-0027.wav                      | 3.06     | 2.3947   | 0.7813  
6829-68771-0006.wav                      | 5.92     | 5.3981   | 0.9118  
6829-68771-0008.wav                      | 7.18     | 5.2664   | 0.7335  
6829-68769-0035.wav                      | 2.75     | 2.0132   | 0.7307  
6829-68771-0010.wav                      | 9.82     | 8.3255   | 0.8478  
6829-68771-0019.wav                      | 7.42     | 6.0914   | 0.8209  
1284-1180-0018.wav                       | 12.01    | 10.4479  | 0.8703  
6829-68771-0029.wav                      | 8.95     | 7.5454   | 0.8435  
6829-68769-0031.wav                      | 5.55     | 4.8630   | 0.8754  
6829-68769-0052.wav                      | 4.60     | 3.8010   | 0.8263  
1284-1180-0019.wav                       | 15.03    | 13.1261  | 0.8736  
6829-68769-0033.wav                      | 4.02     | 3.1776   | 0.7904  
6829-68769-0022.wav                      | 4.12     | 3.5627   | 0.8658  
6829-68769-0024.wav                      | 4.95     | 3.7997   | 0.7684  
6829-68769-0043.wav                      | 2.59     | 2.0044   | 0.7739  
6829-68771-0025.wav                      | 7.83     | 7.3038   | 0.9328  
6829-68769-0026.wav                      | 4.64     | 4.3284   | 0.9328  
6829-68771-0013.wav                      | 7.19     | 6.2577   | 0.8703  
1284-1180-0030.wav                       | 16.22    | 12.6901  | 0.7824  
6829-68769-0012.wav                      | 4.29     | 3.6139   | 0.8414  
6829-68769-0023.wav                      | 4.89     | 3.3718   | 0.6895  
6829-68769-0053.wav                      | 6.36     | 5.2143   | 0.8199  
6829-68769-0050.wav                      | 2.92     | 2.3092   | 0.7922  
6829-68771-0018.wav                      | 8.45     | 7.2059   | 0.8533  
6829-68769-0013.wav                      | 2.73     | 2.0787   | 0.7628  
6829-68769-0016.wav                      | 4.12     | 3.6479   | 0.8854  
6829-68771-0001.wav                      | 10.36    | 8.5341   | 0.8242  
6829-68769-0045.wav                      | 2.13     | 1.5703   | 0.7355  
6829-68769-0004.wav                      | 7.14     | 6.2004   | 0.8678  
6829-68769-0008.wav                      | 4.74     | 3.8868   | 0.8200  
6829-68769-0010.wav                      | 3.14     | 2.4278   | 0.7732  
6829-68769-0017.wav                      | 3.54     | 2.8784   | 0.8120  
6829-68769-0028.wav                      | 3.29     | 2.6882   | 0.8171  
6829-68769-0032.wav                      | 5.72     | 4.8024   | 0.8396  
6829-68769-0048.wav                      | 6.50     | 5.8819   | 0.9056  
6829-68769-0019.wav                      | 2.67     | 2.2272   | 0.8357  
1284-134647-0005.wav                     | 23.34    | 20.6119  | 0.8833  
1089-134691-0018.wav                     | 3.09     | 2.2922   | 0.7418  
6829-68769-0003.wav                      | 4.21     | 3.5605   | 0.8447  
6829-68769-0014.wav                      | 3.65     | 3.4370   | 0.9404  
6829-68769-0020.wav                      | 5.12     | 3.9599   | 0.7727  
6829-68769-0009.wav                      | 4.22     | 3.3470   | 0.7931  
6829-68769-0039.wav                      | 4.04     | 3.4385   | 0.8501  
1089-134691-0024.wav                     | 2.21     | 1.5870   | 0.7165  
6829-68769-0007.wav                      | 3.87     | 3.2859   | 0.8502  
6829-68769-0036.wav                      | 5.55     | 4.9515   | 0.8914  
1089-134691-0015.wav                     | 3.40     | 2.8380   | 0.8359  
6829-68769-0025.wav                      | 5.74     | 4.6519   | 0.8111  
1089-134691-0000.wav                     | 2.08     | 1.5059   | 0.7223  
6829-68771-0009.wav                      | 13.12    | 11.2452  | 0.8574  
5142-36377-0014.wav                      | 25.41    | 22.5617  | 0.8877  
1089-134691-0003.wav                     | 2.17     | 1.7227   | 0.7921  
6829-68769-0006.wav                      | 7.20     | 5.9258   | 0.8236  
6829-68769-0030.wav                      | 4.91     | 3.9522   | 0.8049  
1089-134691-0004.wav                     | 5.18     | 3.8329   | 0.7407  
1089-134691-0020.wav                     | 3.99     | 3.1358   | 0.7859  
1089-134686-0014.wav                     | 2.23     | 1.5563   | 0.6995  
1089-134691-0019.wav                     | 3.15     | 2.6531   | 0.8409  
1089-134691-0014.wav                     | 4.75     | 3.6563   | 0.7689  
6829-68771-0012.wav                      | 12.47    | 10.1938  | 0.8175  
6829-68769-0018.wav                      | 7.11     | 5.5308   | 0.7779  
6829-68769-0034.wav                      | 6.05     | 5.1450   | 0.8497  
1089-134691-0007.wav                     | 3.44     | 2.7614   | 0.8027  
1089-134691-0010.wav                     | 3.19     | 2.5720   | 0.8050  
1089-134686-0003.wav                     | 2.68     | 2.2795   | 0.8505  
6829-68771-0007.wav                      | 16.29    | 13.4040  | 0.8231  
6829-68769-0015.wav                      | 6.53     | 5.4314   | 0.8324  
6829-68771-0000.wav                      | 13.31    | 11.1322  | 0.8361  
6829-68769-0049.wav                      | 7.40     | 6.0890   | 0.8228  
1089-134691-0022.wav                     | 5.63     | 4.6433   | 0.8240  
6829-68769-0005.wav                      | 6.72     | 6.2341   | 0.9277  
1089-134686-0016.wav                     | 3.54     | 3.3156   | 0.9366  
1089-134686-0027.wav                     | 2.71     | 2.7119   | 1.0007  
1089-134686-0030.wav                     | 2.71     | 2.8966   | 1.0669  
1089-134691-0005.wav                     | 5.36     | 4.6223   | 0.8624  
1089-134691-0006.wav                     | 5.89     | 5.4916   | 0.9316  
6829-68769-0021.wav                      | 7.89     | 7.2254   | 0.9152  
1089-134686-0029.wav                     | 4.67     | 4.5349   | 0.9711  
1089-134686-0010.wav                     | 4.41     | 4.5144   | 1.0248  
1089-134686-0036.wav                     | 3.25     | 2.9604   | 0.9109  
1089-134691-0001.wav                     | 5.42     | 5.4012   | 0.9974  
1089-134686-0026.wav                     | 4.01     | 4.7810   | 1.1923  
1089-134691-0023.wav                     | 7.74     | 7.5456   | 0.9755  
1089-134686-0033.wav                     | 3.33     | 3.8034   | 1.1421  
1089-134686-0032.wav                     | 4.09     | 4.3900   | 1.0734  
6829-68769-0001.wav                      | 9.31     | 9.0740   | 0.9741  
1089-134686-0035.wav                     | 3.44     | 4.0350   | 1.1713  
1089-134686-0007.wav                     | 4.28     | 5.0728   | 1.1866  
1089-134686-0037.wav                     | 5.21     | 6.3593   | 1.2206  
1089-134691-0016.wav                     | 9.06     | 9.3792   | 1.0352  
1089-134686-0015.wav                     | 5.82     | 6.1416   | 1.0562  
1089-134686-0001.wav                     | 3.27     | 4.0352   | 1.2321  
1089-134686-0031.wav                     | 6.62     | 7.1731   | 1.0844  
1089-134691-0025.wav                     | 8.01     | 8.8496   | 1.1055  
1089-134686-0004.wav                     | 5.22     | 6.9841   | 1.3392  
6829-68769-0000.wav                      | 11.70    | 12.4869  | 1.0677  
